1,0.880514825743
2,0.851888658208
3,0.838088901789
4,0.837648143251
5,0.834430818041
6,0.821193820042
7,0.814425618418
8,0.821916131146
9,0.821226983816
10,0.818572734038
11,0.825793922826
12,0.821323112979
13,0.832072283153
14,0.82806527559
15,0.837471014266
16,0.842932226933
17,0.838727914557
18,0.84935162211
19,0.851496856741
20,0.860534675739
21,0.863488825277
22,0.86599718233
23,0.872541121377
24,0.875964645175
25,0.879079998605
26,0.883390749039
27,0.888517329185
28,0.893399617701
29,0.895975949558
30,0.903834696632
31,0.905609754186
32,0.908823014581
33,0.914533197612
34,0.916369566972
35,0.92236046439
36,0.925268617703
37,0.929778158831
38,0.93254931656
39,0.936103868835
40,0.937903011326
41,0.942008731761
42,0.946321359327
43,0.947759376433
44,0.951382845481
45,0.953751687632
46,0.956035794621
47,0.959088405632
48,0.961451224949
49,0.963728407579
50,0.965427892432
51,0.96838999519
52,0.969642358278
53,0.972013591198
54,0.974049565145
55,0.97560540753
56,0.977018736818
57,0.978240181787
58,0.980258359855
59,0.98185393371
