0.1962	0.0100
0.2200	0.2014
0.2511	0.2400
0.2718	0.2343
0.2889	0.2357
0.3253	0.2414
0.3340	0.2514
0.3599	0.2836
0.3680	0.3121
0.3799	0.3114
0.3921	0.2900
0.3980	0.2836
0.4141	0.2136
0.4330	0.2557
0.4211	0.2293
0.4376	0.3250
0.4432	0.3171
0.4579	0.3364
0.4662	0.3493
0.4778	0.3836
0.5009	0.3957
0.5075	0.4157
0.5180	0.4243
0.5299	0.4057
0.5310	0.4200
0.5320	0.4393
0.5610	0.4457
0.5628	0.4357
0.5628	0.4450
0.5827	0.4350
0.5799	0.4436
0.6118	0.4507
0.5971	0.4550
0.6292	0.4279
0.6310	0.4571
0.6558	0.4429
0.6572	0.4621
0.6446	0.4707
0.6621	0.4529
0.6677	0.4600
0.7058	0.4557
0.6971	0.4636
0.7034	0.4621
0.7076	0.4807
0.7030	0.4579
0.7149	0.4671
0.7338	0.4686
0.7394	0.4664
0.7464	0.4743
0.7671	0.4650
0.8254	0.4714
0.8594	0.4629
0.8739	0.4750
0.8700	0.4821
0.8798	0.4693
0.8878	0.4800
0.8877	0.4700
0.8884	0.4579
0.8859	0.4450
0.8882	0.4436
0.8934	0.4500
0.8915	0.4507
0.8980	0.4643
0.9027	0.4579
0.9008	0.4529
0.9055	0.4471
0.8999	0.4479
0.8976	0.4550
0.9040	0.4486
0.9071	0.4571
0.9040	0.4579
0.9080	0.4550
0.9109	0.4629
0.9078	0.4736
0.9130	0.4643
0.9088	0.4614
0.9174	0.4650
0.9100	0.4743
0.9114	0.4614
0.8962	0.4586
0.9106	0.4571
0.9165	0.4607
0.9153	0.4600
0.9185	0.4650
0.9163	0.4664
0.9191	0.4650
0.9159	0.4550
0.9125	0.4621
0.9166	0.4600
0.9187	0.4700
0.9153	0.4629
0.9173	0.4557
0.9236	0.4557
0.9182	0.4686
0.9186	0.4714
0.9176	0.4700
0.9235	0.4693
0.9232	0.4721
0.9234	0.4700
0.9231	0.4636
